exp_index,definition,prompt_tag,final_label,source_exp_dir,wrong_kernel,gemini_kernel,qwen_kernel,qwen_vs_gemini_line_ratio,wrong_vs_gemini_line_ratio,wrong_vs_qwen_line_ratio,qwen_lines,gemini_lines,wrong_lines,qwen_bytes,gemini_bytes,wrong_bytes,qwen_has_cutensor_map,qwen_has_tma,qwen_has_mbarrier,qwen_has_wgmma,qwen_has_setmaxnreg,qwen_has_cuda_func_attr,qwen_has_atomic_float,qwen_has_float_atomicmax_call,qwen_has_cluster_tma,qwen_has_cta_tma,gemini_has_cutensor_map,gemini_has_tma,gemini_has_mbarrier,gemini_has_wgmma,gemini_has_setmaxnreg,gemini_has_cuda_func_attr,gemini_has_atomic_float,gemini_has_float_atomicmax_call,gemini_has_cluster_tma,gemini_has_cta_tma,reasoning_categories,reasoning_chars,assistant_code_chars
68,mha_bwd_d128,hopper-013,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_016/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_058/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_068/kernel.cu,0.2537,0.1071,0.2122,574,640,331,24461,23915,13345,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,85291,96872
69,mha_bwd_d128,hopper-013,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_016/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_058/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_069/kernel.cu,0.188,0.106,0.1519,446,650,331,18862,24474,13345,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,104006,107927
70,mha_bwd_d128,hopper-013,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_017/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_060/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_070/kernel.cu,0.2807,0.2933,0.2016,592,655,777,23833,27618,30934,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,93707,117021
71,mha_bwd_d128,hopper-013,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_017/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_062/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_071/kernel.cu,0.2472,0.2411,0.2793,554,587,599,22910,23844,23695,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,86333,114443
72,mha_bwd_d128,hopper-013,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_017/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_063/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_072/kernel.cu,0.2646,0.2497,0.2455,371,574,403,16530,22822,16934,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,75306,88130
73,mha_bwd_d128,hopper-013,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_018/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_066/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_073/kernel.cu,0.2919,0.4251,0.4041,538,702,719,20381,24064,25219,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,118353,106713
74,mha_bwd_d128,hopper-013,numerical_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_018/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_066/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_074/kernel.cu,0.2835,0.3458,0.4405,507,756,719,19939,25987,25219,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,81994,108948
75,mha_bwd_d128,hopper-013,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_018/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_066/kernel_v2.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_075/kernel.cu,0.3296,0.3189,0.6372,640,786,719,23432,27068,25219,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,104977,110796
76,mha_bwd_d128,hopper-013,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_019/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_069/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_076/kernel.cu,0.3665,0.3657,0.5497,351,484,413,12834,20017,14407,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,97322,65184
77,mha_bwd_d128,hopper-013,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_019/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_069/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_077/kernel.cu,0.2724,0.3471,0.3585,329,486,413,12948,20579,14407,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,113529,70538
78,mha_bwd_d128,hopper-013,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_019/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_069/kernel_v2.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_078/kernel.cu,0.0832,0.2924,0.1224,355,606,413,17250,26427,14407,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,124789,92180
79,mha_bwd_d128_causal,hopper-no-hint,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_000/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_074/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_079/kernel.cu,0.2054,0.1733,0.2197,413,512,215,17965,22439,8034,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,99619,91088
80,mha_bwd_d128_causal,hopper-no-hint,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_001/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_076/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_080/kernel.cu,0.1499,0.0929,0.1277,341,660,223,16948,25511,7902,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,80939,95880
81,mha_bwd_d128_causal,hopper-no-hint,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_002/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_079/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_081/kernel.cu,0.115,0.0842,0.103,408,566,194,19067,22243,7073,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,80236,78666
82,mha_bwd_d128_causal,hopper-no-hint,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_002/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_081/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_082/kernel.cu,0.1715,0.1926,0.2227,249,439,236,12361,17135,8096,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,76264,39120
83,mha_bwd_d128_causal,hopper-no-hint,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_002/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_081/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_083/kernel.cu,0.2507,0.1915,0.2546,251,443,236,11121,17409,8096,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,85445,61628
84,mha_bwd_d128_causal,hopper-no-hint,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_002/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_082/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_084/kernel.cu,0.1992,0.173,0.2114,281,452,230,13271,18861,8103,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,121803,84222
85,mha_bwd_d128_causal,hopper-no-hint,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_002/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_082/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_085/kernel.cu,0.2983,0.1739,0.3024,405,460,230,16452,19634,8103,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,101633,82355
86,mha_bwd_d128_causal,hopper-no-hint,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_003/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_083/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_086/kernel.cu,0.1379,0.1963,0.2464,227,556,463,10416,20431,19529,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,88248,66495
87,mha_bwd_d128_causal,hopper-no-hint,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_003/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_084/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_087/kernel.cu,0.1584,0.3791,0.1891,291,416,407,12910,15787,17988,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,95996,61667
88,mha_bwd_d128_causal,hopper-010,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_004/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_086/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_088/kernel.cu,0.3197,0.21,0.2188,362,470,406,17774,19464,17621,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,95998,103375
89,mha_bwd_d128_causal,hopper-010,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_006/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_093/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_089/kernel.cu,0.311,0.1897,0.1866,394,487,367,16716,18954,14394,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,86061,73443
90,mha_bwd_d128_causal,hopper-010,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_007/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_099/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_090/kernel.cu,0.4378,0.4071,0.7464,453,680,509,18673,27776,21236,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;minimal_change_fixation;uncertainty_or_guessing,100755,93124
91,mha_bwd_d128_causal,hopper-011,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_008/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_103/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_091/kernel.cu,0.3499,0.3108,0.3903,514,532,562,21568,22454,21400,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,106239,105459
92,mha_bwd_d128_causal,hopper-011,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_009/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_092/kernel.cu,0.4653,0.8151,0.3917,425,482,632,16683,20342,28642,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,60186,105045
93,mha_bwd_d128_causal,hopper-011,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_009/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_093/kernel.cu,0.4536,0.4516,0.4886,424,546,632,17363,24860,28642,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,23154,99946
94,mha_bwd_d128_causal,hopper-011,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_009/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_107/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_094/kernel.cu,0.873,0.9865,0.8674,525,554,561,23498,25321,25800,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,66483,120629
95,mha_bwd_d128_causal,hopper-011,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_011/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_114/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_095/kernel.cu,0.3015,0.1901,0.2131,357,459,225,15169,18840,8592,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,147658,65911
96,mha_bwd_d128_causal,hopper-012,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_012/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_116/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_096/kernel.cu,0.1436,0.1293,0.1641,385,576,383,18298,22044,15508,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,97979,84765
97,mha_bwd_d128_causal,hopper-012,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_012/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_117/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_097/kernel.cu,0.2899,0.2277,0.2256,547,543,889,20790,20835,35352,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,57420,98732
98,mha_bwd_d128_causal,hopper-012,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_012/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_118/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_098/kernel.cu,0.2639,0.2428,0.2574,475,571,714,18434,22673,29611,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,234539,84640
99,mha_bwd_d128_causal,hopper-012,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_012/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_118/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_099/kernel.cu,0.1466,0.2316,0.1072,499,633,714,19371,25689,29611,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,190614,79257
100,mha_bwd_d128_causal,hopper-012,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_012/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_118/kernel_v2.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_100/kernel.cu,0.2653,0.2192,0.2709,408,700,714,17542,28809,29611,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,59210,79609
101,mha_bwd_d128_causal,hopper-012,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_012/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_118/kernel_v3.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_101/kernel.cu,0.2002,0.1978,0.2296,427,752,714,17170,30319,29611,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,77869,90697
