definition,workload,trajectory_id,turn,baseline_correctness,sft_correctness,baseline_correct,sft_correct,correct_delta,baseline_exp_dir,sft_exp_dir,baseline_prompt_tokens,sft_prompt_tokens,delta_prompt_tokens,baseline_completion_tokens,sft_completion_tokens,delta_completion_tokens,baseline_reasoning_tokens,sft_reasoning_tokens,delta_reasoning_tokens,baseline_reasoning_fraction,sft_reasoning_fraction,delta_reasoning_fraction,baseline_content_chars,sft_content_chars,delta_content_chars,baseline_pre_code_chars,sft_pre_code_chars,delta_pre_code_chars,baseline_code_chars,sft_code_chars,delta_code_chars,baseline_provider_visible_chars,sft_provider_visible_chars,delta_provider_visible_chars,baseline_feedback_chars,sft_feedback_chars,delta_feedback_chars
mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,exp_019,0,Other error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128-causal,29537.0,29537.0,0.0,14060.0,28351.0,14291.0,4418.0,17427.0,13009.0,0.3142247510668563,0.614687312616839,0.30046256154998263,27587.0,26574.0,-1013.0,2.0,2.0,0.0,27575.0,26562.0,-1013.0,27587.0,26574.0,-1013.0,232.0,10197.0,9965.0
mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,exp_019,1,Compilation error,Kernel Execution Timeout,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128-causal,39244.0,43603.0,4359.0,14320.0,34556.0,20236.0,7476.0,25071.0,17595.0,0.5220670391061453,0.7255179997684917,0.20345096066234647,18107.0,23932.0,5825.0,2.0,2.0,0.0,18095.0,23920.0,5825.0,18107.0,23932.0,5825.0,2047.0,3310.0,1263.0
mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,exp_019,2,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128-causal,46713.0,54163.0,7450.0,15873.0,29152.0,13279.0,9012.0,19886.0,10874.0,0.5677565677565678,0.6821487376509331,0.11439216989436529,18149.0,23336.0,5187.0,2.0,2.0,0.0,18137.0,23324.0,5187.0,18149.0,23336.0,5187.0,1890.0,1573.0,-317.0
mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,exp_019,3,Numerical error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128-causal,54254.0,64031.0,9777.0,11707.0,28703.0,16996.0,4792.0,18213.0,13421.0,0.4093277526266336,0.634532975647145,0.22520522302051132,18274.0,27101.0,8827.0,2.0,2.0,0.0,18262.0,27089.0,8827.0,18274.0,27101.0,8827.0,3940.0,1534.0,-2406.0
mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,exp_019,4,Other error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128-causal,62539.0,75105.0,12566.0,7219.0,41131.0,33912.0,522.0,30663.0,30141.0,0.07230918409752043,0.7454960978337507,0.6731869137362303,17604.0,27083.0,9479.0,2.0,2.0,0.0,17592.0,27071.0,9479.0,17604.0,27083.0,9479.0,2184.0,452.0,-1732.0
mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,exp_019,5,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128-causal,70026.0,85714.0,15688.0,7531.0,33114.0,25583.0,3780.0,23787.0,20007.0,0.5019253751161864,0.7183366551911579,0.21641128007497146,11037.0,23420.0,12383.0,2.0,2.0,0.0,11025.0,23408.0,12383.0,11037.0,23420.0,12383.0,10196.0,452.0,-9744.0
mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,exp_019,6,Compilation error,Kernel Execution Timeout,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128-causal,76584.0,95182.0,18598.0,6013.0,62163.0,56150.0,689.0,52284.0,51595.0,0.11458506569100282,0.8410790984991072,0.7264940328081044,14383.0,25110.0,10727.0,2.0,2.0,0.0,14371.0,25098.0,10727.0,14383.0,25110.0,10727.0,3023.0,1418.0,-1605.0
mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,exp_019,7,Other error,Kernel Execution Timeout,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128-causal,82862.0,105599.0,22737.0,5618.0,23379.0,17761.0,183.0,14036.0,13853.0,0.03257386970452118,0.600367851490654,0.5677939817861328,14728.0,23556.0,8828.0,2.0,2.0,0.0,14716.0,23544.0,8828.0,14728.0,23556.0,8828.0,2025.0,1418.0,-607.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_000,0,Compilation error,Kernel Execution Timeout,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,24518.0,24518.0,0.0,17642.0,12982.0,-4660.0,12157.0,7398.0,-4759.0,0.6890942070060084,0.5698659682637498,-0.11922823874225863,15971.0,14849.0,-1122.0,2.0,2.0,0.0,15959.0,14837.0,-1122.0,15971.0,14849.0,-1122.0,619.0,863.0,244.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_000,1,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,30185.0,30434.0,249.0,11831.0,23287.0,11456.0,7216.0,17529.0,10313.0,0.6099230834249006,0.7527375789066861,0.1428144954817855,12455.0,15259.0,2804.0,2.0,2.0,0.0,12443.0,15247.0,2804.0,12455.0,15259.0,2804.0,1123.0,990.0,-133.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_000,2,Kernel Execution Timeout,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,35132.0,36569.0,1437.0,10187.0,21788.0,11601.0,5730.0,15486.0,9756.0,0.5624815941886718,0.7107582155314852,0.1482766213428134,11918.0,16602.0,4684.0,2.0,2.0,0.0,11906.0,16590.0,4684.0,11918.0,16602.0,4684.0,838.0,1025.0,187.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_000,3,Kernel Execution Timeout,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,39876.0,43258.0,3382.0,12895.0,44706.0,31811.0,7783.0,38550.0,30767.0,0.6035672741372625,0.8623003623674674,0.2587330882302049,13908.0,16229.0,2321.0,2.0,2.0,0.0,13896.0,16217.0,2321.0,13908.0,16229.0,2321.0,1382.0,778.0,-604.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_000,4,Kernel Execution Timeout,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,45454.0,49707.0,4253.0,18159.0,21031.0,2872.0,12604.0,14770.0,2166.0,0.69409108431081,0.7022966097665351,0.00820552545572506,15403.0,16438.0,1035.0,2.0,2.0,0.0,15391.0,16426.0,1035.0,15403.0,16438.0,1035.0,961.0,990.0,29.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_000,5,Kernel Execution Timeout,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,51349.0,56343.0,4994.0,9696.0,12101.0,2405.0,4471.0,5792.0,1321.0,0.4611179867986799,0.4786381290802413,0.0175201422815614,14219.0,16570.0,2351.0,2.0,2.0,0.0,14207.0,16558.0,2351.0,14219.0,16570.0,2351.0,728.0,990.0,262.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_000,6,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,56850.0,63027.0,6177.0,12362.0,24125.0,11763.0,7108.0,18216.0,11108.0,0.5749878660410936,0.7550673575129534,0.18007949147185975,14244.0,15553.0,1309.0,2.0,2.0,0.0,14232.0,15541.0,1309.0,14244.0,15553.0,1309.0,201.0,651.0,450.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_000,7,Compilation error,Extraction error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,62176.0,69211.0,7035.0,6660.0,23464.0,16804.0,1575.0,23464.0,21889.0,0.23648648648648649,1.0,0.7635135135135135,13690.0,0.0,-13690.0,2.0,0.0,-2.0,13678.0,0.0,-13678.0,13690.0,0.0,-13690.0,201.0,174.0,-27.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_001,0,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,24518.0,24518.0,0.0,17988.0,22397.0,4409.0,13567.0,16836.0,3269.0,0.7542250389148321,0.7517078180113408,-0.0025172209034912685,12657.0,14417.0,1760.0,2.0,2.0,0.0,12645.0,14405.0,1760.0,12657.0,14417.0,1760.0,1109.0,1870.0,761.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_001,1,Kernel Execution Timeout,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,29262.0,30613.0,1351.0,9144.0,44146.0,35002.0,4654.0,38944.0,34290.0,0.5089676290463692,0.8821637294432112,0.37319610039684203,12922.0,13216.0,294.0,2.0,2.0,0.0,12910.0,13204.0,294.0,12922.0,13216.0,294.0,838.0,736.0,-102.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_001,2,Compilation error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,34044.0,36087.0,2043.0,15455.0,16354.0,899.0,10146.0,10970.0,824.0,0.6564865739242963,0.6707839060780237,0.014297332153727416,15953.0,13791.0,-2162.0,2.0,2.0,0.0,15941.0,13779.0,-2162.0,15953.0,13791.0,-2162.0,900.0,622.0,-278.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_001,3,Runtime error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,39612.0,41737.0,2125.0,12793.0,11056.0,-1737.0,8211.0,5063.0,-3148.0,0.641835378722739,0.4579413892908828,-0.1838939894318562,13278.0,14711.0,1433.0,2.0,2.0,0.0,13266.0,14699.0,1433.0,13278.0,14711.0,1433.0,717.0,615.0,-102.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_001,4,Compilation error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,44440.0,47979.0,3539.0,8898.0,12995.0,4097.0,4326.0,7709.0,3383.0,0.4861766689143628,0.5932281646787226,0.10705149576435985,12546.0,13449.0,903.0,2.0,2.0,0.0,12534.0,13437.0,903.0,12546.0,13449.0,903.0,2734.0,622.0,-2112.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_001,5,Kernel Execution Timeout,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,49729.0,53531.0,3802.0,4590.0,15475.0,10885.0,421.0,8791.0,8370.0,0.09172113289760349,0.5680775444264944,0.4763564115288909,10610.0,16723.0,6113.0,2.0,2.0,0.0,10598.0,16711.0,6113.0,10610.0,16723.0,6113.0,570.0,1396.0,826.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_001,6,Numerical error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,54100.0,60614.0,6514.0,8868.0,51286.0,42418.0,5218.0,45984.0,40766.0,0.5884077582318449,0.8966189603400538,0.30821120210820896,9898.0,13587.0,3689.0,2.0,2.0,0.0,9886.0,13575.0,3689.0,9898.0,13587.0,3689.0,1209.0,622.0,-587.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_001,7,Kernel Execution Timeout,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,58136.0,66182.0,8046.0,13418.0,16704.0,3286.0,8267.0,9435.0,1168.0,0.6161126844537189,0.5648347701149425,-0.051277914338776376,13772.0,18414.0,4642.0,2.0,2.0,0.0,13760.0,18402.0,4642.0,13772.0,18414.0,4642.0,777.0,793.0,16.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_002,0,Profiling Service Timeout,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,24518.0,24518.0,0.0,14450.0,32573.0,18123.0,12384.0,25842.0,13458.0,0.8570242214532872,0.7933564608725018,-0.06366776058078538,6870.0,16414.0,9544.0,2.0,2.0,0.0,6858.0,16402.0,9544.0,6870.0,16414.0,9544.0,489.0,1229.0,740.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_002,1,Kernel Execution Timeout,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,26778.0,31568.0,4790.0,7319.0,12097.0,4778.0,4968.0,5119.0,151.0,0.6787812542697089,0.4231627676283376,-0.2556184866413713,7744.0,17106.0,9362.0,2.0,2.0,0.0,7732.0,17094.0,9362.0,7744.0,17106.0,9362.0,779.0,1342.0,563.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_002,2,Other error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,29393.0,38958.0,9565.0,9320.0,34462.0,25142.0,5191.0,28663.0,23472.0,0.5569742489270386,0.8317277000754454,0.27475345114840677,11463.0,14587.0,3124.0,2.0,2.0,0.0,11451.0,14575.0,3124.0,11463.0,14587.0,3124.0,2796.0,638.0,-2158.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_002,3,Compilation error,Extraction error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,34323.0,45025.0,10702.0,17332.0,78599.0,61267.0,11674.0,78599.0,66925.0,0.6735518116778214,1.0,0.3264481883221786,16845.0,0.0,-16845.0,2.0,0.0,-2.0,16833.0,0.0,-16833.0,16845.0,0.0,-16845.0,603.0,174.0,-429.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_002,4,Kernel Execution Timeout,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,40180.0,45077.0,4897.0,5660.0,39459.0,33799.0,533.0,33711.0,33178.0,0.09416961130742049,0.8543298106895765,0.760160199382156,15582.0,14413.0,-1169.0,2.0,2.0,0.0,15570.0,14401.0,-1169.0,15582.0,14413.0,-1169.0,1590.0,645.0,-945.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_002,5,Compilation error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,45813.0,51082.0,5269.0,36341.0,15237.0,-21104.0,31267.0,9445.0,-21822.0,0.8603780853581354,0.6198726783487564,-0.24050540700937906,15059.0,14539.0,-520.0,572.0,2.0,-570.0,14477.0,14527.0,50.0,15059.0,14539.0,-520.0,303.0,655.0,352.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_002,6,Numerical error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,50987.0,57151.0,6164.0,6265.0,16462.0,10197.0,1317.0,10734.0,9417.0,0.21021548284118116,0.6520471388652654,0.44183165602408425,14880.0,14360.0,-520.0,2.0,2.0,0.0,14868.0,14348.0,-520.0,14880.0,14360.0,-520.0,611.0,647.0,36.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_002,7,Numerical error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,56170.0,63138.0,6968.0,18275.0,11272.0,-7003.0,13116.0,5512.0,-7604.0,0.7177017783857729,0.48899929027679206,-0.2287024881089808,15628.0,14411.0,-1217.0,400.0,2.0,-398.0,15218.0,14399.0,-819.0,15628.0,14411.0,-1217.0,611.0,348.0,-263.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_003,0,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,24518.0,24518.0,0.0,12290.0,28229.0,15939.0,6921.0,22500.0,15579.0,0.5631407648494711,0.7970526763257643,0.2339119114762932,15021.0,14716.0,-305.0,2.0,2.0,0.0,15009.0,14704.0,-305.0,15021.0,14716.0,-305.0,507.0,356.0,-151.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_003,1,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,30035.0,30350.0,315.0,11610.0,41497.0,29887.0,6644.0,34969.0,28325.0,0.5722652885443583,0.8426874231872183,0.27042213464286,14577.0,16108.0,1531.0,2.0,2.0,0.0,14565.0,16096.0,1531.0,14577.0,16108.0,1531.0,1330.0,796.0,-534.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_003,2,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,35465.0,37175.0,1710.0,7548.0,29100.0,21552.0,2363.0,22572.0,20209.0,0.3130630630630631,0.7756701030927835,0.4626070400297204,15528.0,16108.0,580.0,2.0,2.0,0.0,15516.0,16096.0,580.0,15528.0,16108.0,580.0,1058.0,796.0,-262.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_003,3,Runtime error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,41014.0,44000.0,2986.0,10867.0,15448.0,4581.0,5615.0,8920.0,3305.0,0.5167019416582314,0.5774210253754531,0.06071908371722179,15910.0,16108.0,198.0,2.0,2.0,0.0,15898.0,16096.0,198.0,15910.0,16108.0,198.0,807.0,658.0,-149.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_003,4,Numerical error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,46561.0,50806.0,4245.0,4405.0,67973.0,63568.0,1217.0,61717.0,60500.0,0.27627695800227015,0.9079634560781487,0.6316864980758785,10056.0,15591.0,5535.0,2.0,2.0,0.0,10044.0,15579.0,5535.0,10056.0,15591.0,5535.0,1015.0,796.0,-219.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_003,5,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,50086.0,57362.0,7276.0,9955.0,26928.0,16973.0,5184.0,18776.0,13592.0,0.5207433450527373,0.6972667855020797,0.17652344044934232,13621.0,20752.0,7131.0,2.0,2.0,0.0,13609.0,20740.0,7131.0,13621.0,20752.0,7131.0,1542.0,1310.0,-232.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_003,6,Runtime error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,55360.0,65982.0,10622.0,8592.0,13261.0,4669.0,3733.0,5836.0,2103.0,0.4344739292364991,0.44008747454943065,0.005613545312931567,13599.0,18329.0,4730.0,2.0,2.0,0.0,13587.0,18317.0,4730.0,13599.0,18329.0,4730.0,943.0,697.0,-246.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_003,7,Runtime error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,60540.0,73710.0,13170.0,11902.0,17507.0,5605.0,6595.0,10049.0,3454.0,0.5541085531843387,0.5739989718398355,0.01989041865549679,15240.0,18610.0,3370.0,2.0,2.0,0.0,15228.0,18598.0,3370.0,15240.0,18610.0,3370.0,1555.0,635.0,-920.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_004,0,Compilation error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,26195.0,26195.0,0.0,16196.0,41023.0,24827.0,10253.0,34698.0,24445.0,0.6330575450728575,0.8458181995465958,0.21276065447373826,17361.0,15497.0,-1864.0,2.0,2.0,0.0,17349.0,15485.0,-1864.0,17361.0,15497.0,-1864.0,612.0,666.0,54.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_004,1,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,32319.0,32808.0,489.0,11259.0,68437.0,57178.0,5812.0,61260.0,55448.0,0.5162092548183675,0.8951298274325292,0.3789205726141617,15190.0,17308.0,2118.0,2.0,2.0,0.0,15178.0,17296.0,2118.0,15190.0,17308.0,2118.0,651.0,434.0,-217.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_004,2,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,37959.0,40122.0,2163.0,13413.0,47283.0,33870.0,7244.0,40740.0,33496.0,0.5400730634459107,0.8616204555548506,0.3215473921089399,16985.0,16933.0,-52.0,2.0,2.0,0.0,16973.0,16921.0,-52.0,16985.0,16933.0,-52.0,1440.0,5781.0,4341.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_004,3,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,44628.0,48351.0,3723.0,10894.0,13709.0,2815.0,4956.0,7174.0,2218.0,0.45492931889113275,0.5233058574658983,0.06837653857476556,16535.0,16919.0,384.0,2.0,2.0,0.0,16523.0,16907.0,384.0,16535.0,16919.0,384.0,1991.0,695.0,-1296.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_004,4,Kernel Execution Timeout,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,51421.0,55169.0,3748.0,11320.0,35729.0,24409.0,5384.0,28673.0,23289.0,0.4756183745583039,0.8025133644938286,0.3268949899355247,16522.0,17187.0,665.0,2.0,2.0,0.0,16510.0,17175.0,665.0,16522.0,17187.0,665.0,1054.0,837.0,-217.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_004,5,Compilation error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,57721.0,62533.0,4812.0,8740.0,10527.0,1787.0,2841.0,3471.0,630.0,0.3250572082379863,0.32972356796808205,0.00466635973009577,16735.0,17187.0,452.0,2.0,2.0,0.0,16723.0,17175.0,452.0,16735.0,17187.0,452.0,2475.0,699.0,-1776.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_004,6,Kernel Execution Timeout,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,64638.0,69886.0,5248.0,10445.0,12038.0,1593.0,4764.0,5777.0,1013.0,0.45610339875538536,0.47989699285595616,0.023793594100570803,16127.0,15729.0,-398.0,2.0,2.0,0.0,16115.0,15717.0,-398.0,16127.0,15729.0,-398.0,1052.0,693.0,-359.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_004,7,Kernel Execution Timeout,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,70679.0,76428.0,5749.0,7730.0,19802.0,12072.0,1408.0,12598.0,11190.0,0.18214747736093143,0.6361983638016362,0.4540508864407048,18319.0,18088.0,-231.0,2.0,2.0,0.0,18307.0,18076.0,-231.0,18319.0,18088.0,-231.0,1558.0,1098.0,-460.0
